<2016-10-03 15:13:28,989> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:31,453> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:33,318> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:33,466> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:35,326> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:35,470> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:37,335> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:37,480> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:39,341> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:39,486> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:41,345> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:41,493> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:43,355> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:43,503> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:45,361> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:45,513> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:47,369> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:47,522> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:49,374> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:49,523> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:51,380> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:51,526> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:53,388> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:53,559> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:55,394> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:55,565> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:57,404> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:57,573> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:59,413> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:15:59,579> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:01,424> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:01,589> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:03,427> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:03,595> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:05,457> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:05,605> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:06,302> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:07,460> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:09,467> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:11,473> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:12,661> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:13,477> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:15,480> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:20,338> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:21,022> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:51,869> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:52,417> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52101.html Title:2016年犯罪剧情传记《潜伏者》BD中英双字幕
<2016-10-03 15:16:52,418> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52100.html Title:2016年动作喜剧《赏金猎人》BD国粤双语中字
<2016-10-03 15:16:52,418> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52087.html Title:2016年奇幻动画《大鱼海棠》HD国语中字
<2016-10-03 15:16:52,420> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52086.html Title:2016年动作《使徒行者》HD国语中字
<2016-10-03 15:16:52,420> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52085.html Title:2016年获奖剧情《喊·山/喊山》HD国语中字
<2016-10-03 15:16:52,420> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160929/52073.html Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》国英双语BD
<2016-10-03 15:16:52,421> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160928/52066.html Title:2016年科幻喜剧《超能敢死队加长版》BD中英双字幕
<2016-10-03 15:16:52,421> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160924/52032.html Title:2016年科幻动作喜剧《超能敢死队》HD中英双字幕
<2016-10-03 15:16:52,421> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160924/52030.html Title:2016年科幻动画《最终幻想15：王者之剑》BD中英双字幕
<2016-10-03 15:16:52,423> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160923/52025.html Title:2016年冒险喜剧《瑞士军刀男》BD中英双字幕
<2016-10-03 15:16:52,423> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160923/52024.html Title:2016年成龙动作喜剧《绝地逃亡》HD国语中字
<2016-10-03 15:16:52,424> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160922/52018.html Title:2016年科幻动作《人类清除计划3》BD中英双字幕
<2016-10-03 15:16:52,424> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160920/52002.html Title:2016年井柏然杨颖《微微一笑很倾城》HD国语中字
<2016-10-03 15:16:52,424> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160919/51994.html Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》HD中英双字
<2016-10-03 15:16:52,424> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160919/51993.html Title:2016年奇幻悬疑动作《盗墓笔记》HD国语中字
<2016-10-03 15:16:52,426> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52101.html
<2016-10-03 15:16:52,490> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52100.html
<2016-10-03 15:16:52,540> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52087.html
<2016-10-03 15:16:52,588> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52086.html
<2016-10-03 15:16:52,592> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:16:52,651> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52085.html
<2016-10-03 15:16:52,717> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160929/52073.html
<2016-10-03 15:16:52,795> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160928/52066.html
<2016-10-03 15:16:52,875> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160924/52032.html
<2016-10-03 15:16:52,933> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160924/52030.html
<2016-10-03 15:16:52,977> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160923/52025.html
<2016-10-03 15:16:53,023> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160923/52024.html
<2016-10-03 15:16:53,089> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160922/52018.html
<2016-10-03 15:16:53,148> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160920/52002.html
<2016-10-03 15:16:53,151> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52101.html Title:2016年犯罪剧情传记《潜伏者》BD中英双字幕
<2016-10-03 15:16:53,151> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52100.html Title:2016年动作喜剧《赏金猎人》BD国粤双语中字
<2016-10-03 15:16:53,153> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52087.html Title:2016年奇幻动画《大鱼海棠》HD国语中字
<2016-10-03 15:16:53,154> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52086.html Title:2016年动作《使徒行者》HD国语中字
<2016-10-03 15:16:53,155> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20161002/52085.html Title:2016年获奖剧情《喊·山/喊山》HD国语中字
<2016-10-03 15:16:53,157> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160929/52073.html Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》国英双语BD
<2016-10-03 15:16:53,157> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160928/52066.html Title:2016年科幻喜剧《超能敢死队加长版》BD中英双字幕
<2016-10-03 15:16:53,161> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160924/52032.html Title:2016年科幻动作喜剧《超能敢死队》HD中英双字幕
<2016-10-03 15:16:53,163> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160924/52030.html Title:2016年科幻动画《最终幻想15：王者之剑》BD中英双字幕
<2016-10-03 15:16:53,164> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160923/52025.html Title:2016年冒险喜剧《瑞士军刀男》BD中英双字幕
<2016-10-03 15:16:53,164> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160923/52024.html Title:2016年成龙动作喜剧《绝地逃亡》HD国语中字
<2016-10-03 15:16:53,165> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160922/52018.html Title:2016年科幻动作《人类清除计划3》BD中英双字幕
<2016-10-03 15:16:53,167> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160920/52002.html Title:2016年井柏然杨颖《微微一笑很倾城》HD国语中字
<2016-10-03 15:16:53,167> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160919/51994.html Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》HD中英双字
<2016-10-03 15:16:53,168> INFO/dytt_spider/printHomePageUrls, Line:161: Index Lastest movies: Url:/html/gndy/dyzz/20160919/51993.html Title:2016年奇幻悬疑动作《盗墓笔记》HD国语中字
<2016-10-03 15:16:53,170> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52101.html
<2016-10-03 15:16:53,211> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160919/51994.html
<2016-10-03 15:16:53,244> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52100.html
<2016-10-03 15:16:53,269> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160919/51993.html
<2016-10-03 15:16:53,339> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52087.html
<2016-10-03 15:16:53,407> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52086.html
<2016-10-03 15:16:53,415> ERROR/dytt_spider/getHomePageMovieDetail, Line:183: get url :http://www.ygdy8.net/html/gndy/dyzz/20160919/51993.html failed
<2016-10-03 15:16:53,417> INFO/dytt_spider/print_all_movies_detail, Line:137: movie_list len :14
<2016-10-03 15:16:53,417> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年犯罪剧情传记《潜伏者》BD中英双字幕 ReleaseTime:发布时间：2016-10-03 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/23/178343444201610022328292485085845443_001.jpg FtpURL:ftp://ygdy8:ygdy8@yg09.dydytt.net:6001/[阳光电影www.ygdy8.com].潜伏者.BD.720p.中英双字幕.rmvb
<2016-10-03 15:16:53,417> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作喜剧《赏金猎人》BD国粤双语中字 ReleaseTime:发布时间：2016-10-03 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160906/16/178343444201609061642092927346408251_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/23/178343444201610022328292485085845443_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8163/[阳光电影www.ygdy8.com].赏金猎人.BD.720p.国粤双语中字.mkv
<2016-10-03 15:16:53,418> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻动画《大鱼海棠》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9129/[阳光电影www.ygdy8.com].大鱼海棠.HD.720p.国语中字.mkv
<2016-10-03 15:16:53,418> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《使徒行者》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_003.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8162/[阳光电影www.ygdy8.com].使徒行者.HD.720p.国语中字.rmvb
<2016-10-03 15:16:53,420> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年获奖剧情《喊·山/喊山》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_002.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8190/[阳光电影www.ygdy8.com].喊·山.HD.720p.国语中字.rmvb
<2016-10-03 15:16:53,420> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》国英双语BD中英双字幕 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160919/15/178343444201609191555233212273664557_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8160/[阳光电影www.ygdy8.com].爱丽丝梦游仙境2：镜中奇遇记.BD.720p.国英双语.中英双字幕.mkv
<2016-10-03 15:16:53,421> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻喜剧《超能敢死队加长版》BD中英双字幕 ReleaseTime:发布时间：2016-09-28 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160928/21/178343444201609282144554182126347367_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8188/[阳光电影www.ygdy8.com].超能敢死队加长版.BD.720p.中英双字幕.rmvb
<2016-10-03 15:16:53,421> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作喜剧《超能敢死队》HD中英双字幕 ReleaseTime:发布时间：2016-09-24 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160924/16/178343444201609241623193410982467129_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9185/[阳光电影www.ygdy8.com].超能敢死队.HD.720p.中英双字幕.rmvb
<2016-10-03 15:16:53,421> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动画《最终幻想15：王者之剑》BD中英双字幕 ReleaseTime:发布时间：2016-09-24 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160830/20/178343444201608302052536945126763380_001.jpg" width="580" height="1097 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160831/15/178343444201608311537556067241435792_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8185/[阳光电影www.ygdy8.com].最终幻想15：王者之剑.BD.720p.中英双字幕.rmvb
<2016-10-03 15:16:53,421> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年冒险喜剧《瑞士军刀男》BD中英双字幕 ReleaseTime:发布时间：2016-09-23 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/10/178343444201609221048272281012728486_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_001.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9184/[阳光电影www.ygdy8.com].瑞士军刀男.BD.720p.中英双字幕.rmvb
<2016-10-03 15:16:53,423> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年成龙动作喜剧《绝地逃亡》HD国语中字 ReleaseTime:发布时间：2016-09-23 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160902/16/178343444201609021613277177824982908_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/15/178343444201609231528352258475053572_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8158/[阳光电影www.ygdy8.com].绝地逃亡.HD.720p.国语中字.rmvb
<2016-10-03 15:16:53,423> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作《人类清除计划3》BD中英双字幕 ReleaseTime:发布时间：2016-09-22 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/10/178343444201609221048272281012728486_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/20/178343444201609222046081876267291436_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9126/[阳光电影www.ygdy8.com].人类清除计划3.BD.720p.中英双字幕.rmvb
<2016-10-03 15:16:53,423> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年井柏然杨颖《微微一笑很倾城》HD国语中字 ReleaseTime:发布时间：2016-09-20 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160920/15/178343444201609201523295497813491460_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160920/15/178343444201609201523295497813491460_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9181/[阳光电影www.ygdy8.com].微微一笑很倾城.HD.720p.国语中字.rmvb
<2016-10-03 15:16:53,424> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》HD中英双字幕 ReleaseTime:发布时间：2016-09-19 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160919/15/178343444201609191555233212273664557_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160919/15/178343444201609191555233212273664557_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9123/[阳光电影www.ygdy8.com].爱丽丝梦游仙境2：镜中奇遇记.HD.720p.中英双字幕.rmvb
<2016-10-03 15:16:53,463> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20161002/52085.html
<2016-10-03 15:16:53,513> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160929/52073.html
<2016-10-03 15:16:53,576> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160928/52066.html
<2016-10-03 15:16:53,634> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160924/52032.html
<2016-10-03 15:16:53,680> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160924/52030.html
<2016-10-03 15:16:53,739> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160923/52025.html
<2016-10-03 15:16:53,788> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160923/52024.html
<2016-10-03 15:16:53,841> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160922/52018.html
<2016-10-03 15:16:53,910> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160920/52002.html
<2016-10-03 15:16:53,956> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160919/51994.html
<2016-10-03 15:16:54,023> INFO/dytt_spider/getHomePageMovieDetail, Line:180: http://www.ygdy8.net/html/gndy/dyzz/20160919/51993.html
<2016-10-03 15:16:54,167> ERROR/dytt_spider/getHomePageMovieDetail, Line:183: get url :http://www.ygdy8.net/html/gndy/dyzz/20160919/51993.html failed
<2016-10-03 15:16:54,167> INFO/dytt_spider/print_all_movies_detail, Line:137: movie_list len :14
<2016-10-03 15:16:54,168> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年犯罪剧情传记《潜伏者》BD中英双字幕 ReleaseTime:发布时间：2016-10-03 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/23/178343444201610022328292485085845443_001.jpg FtpURL:ftp://ygdy8:ygdy8@yg09.dydytt.net:6001/[阳光电影www.ygdy8.com].潜伏者.BD.720p.中英双字幕.rmvb
<2016-10-03 15:16:54,168> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作喜剧《赏金猎人》BD国粤双语中字 ReleaseTime:发布时间：2016-10-03 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160906/16/178343444201609061642092927346408251_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/23/178343444201610022328292485085845443_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8163/[阳光电影www.ygdy8.com].赏金猎人.BD.720p.国粤双语中字.mkv
<2016-10-03 15:16:54,170> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻动画《大鱼海棠》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9129/[阳光电影www.ygdy8.com].大鱼海棠.HD.720p.国语中字.mkv
<2016-10-03 15:16:54,171> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《使徒行者》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_003.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8162/[阳光电影www.ygdy8.com].使徒行者.HD.720p.国语中字.rmvb
<2016-10-03 15:16:54,171> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年获奖剧情《喊·山/喊山》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_002.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8190/[阳光电影www.ygdy8.com].喊·山.HD.720p.国语中字.rmvb
<2016-10-03 15:16:54,171> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》国英双语BD中英双字幕 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160919/15/178343444201609191555233212273664557_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8160/[阳光电影www.ygdy8.com].爱丽丝梦游仙境2：镜中奇遇记.BD.720p.国英双语.中英双字幕.mkv
<2016-10-03 15:16:54,171> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻喜剧《超能敢死队加长版》BD中英双字幕 ReleaseTime:发布时间：2016-09-28 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160928/21/178343444201609282144554182126347367_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8188/[阳光电影www.ygdy8.com].超能敢死队加长版.BD.720p.中英双字幕.rmvb
<2016-10-03 15:16:54,173> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作喜剧《超能敢死队》HD中英双字幕 ReleaseTime:发布时间：2016-09-24 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160924/16/178343444201609241623193410982467129_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9185/[阳光电影www.ygdy8.com].超能敢死队.HD.720p.中英双字幕.rmvb
